"","x"
"4141","11"
"4142","10"
"4143","12"
"4144","18"
"4145","7"
"4146","17"
"4147","1"
"4148","15"
"4149","20"
"4150","6"
"4151","16"
"4152","4"
"4153","5"
"4154","19"
"4155","5"
"4156","17"
"4157","10"
"4158","11"
"4159","16"
"4160","7"
"4161","6"
"4162","13"
"4163","5"
"4164","19"
"4165","5"
"4166","16"
"4167","18"
"4168","16"
"4169","12"
"4170","6"
"4171","19"
"4172","9"
"4173","12"
"4174","17"
"4175","19"
"4176","9"
"4177","14"
"4178","13"
"4179","9"
"4180","14"
"4181","1"
"4182","1"
"4183","1"
"4184","4"
"4185","20"
"4186","3"
"4187","1"
"4188","13"
"4189","10"
"4190","9"
"4191","8"
"4192","7"
"4193","1"
"4194","20"
"4195","15"
"4196","20"
"4197","20"
"4198","5"
"4199","18"
"4200","2"
"4201","9"
"4202","12"
"4203","5"
"4204","3"
"4205","18"
"4206","2"
"4207","6"
"4208","10"
"4209","13"
"4210","12"
"4211","4"
"4212","6"
"4213","11"
"4214","5"
"4215","14"
"4216","14"
"4217","8"
"4218","19"
"4219","2"
"4220","17"
"4221","16"
"4222","5"
"4223","1"
"4224","7"
"4225","19"
"4226","4"
"4227","18"
"4228","4"
"4229","4"
"4230","18"
"4231","11"
"4232","1"
"4233","9"
"4234","11"
"4235","4"
"4236","10"
"4237","7"
"4238","15"
"4239","12"
"4240","17"
"4241","1"
"4242","12"
"4243","12"
"4244","9"
"4245","7"
"4246","12"
"4247","7"
"4248","16"
"4249","11"
"4250","15"
"4251","8"
"4252","8"
"4253","12"
"4254","4"
"4255","1"
"4256","3"
"4257","7"
"4258","2"
"4259","18"
"4260","12"
"4261","13"
"4262","4"
"4263","6"
"4264","13"
"4265","9"
"4266","13"
"4267","20"
"4268","12"
"4269","11"
"4270","9"
"4271","13"
"4272","12"
"4273","9"
"4274","3"
"4275","4"
"4276","2"
"4277","15"
"4278","10"
"4279","4"
"4280","13"
"4281","17"
"4282","1"
"4283","13"
"4284","6"
"4285","1"
"4286","6"
"4287","7"
"4288","19"
"4289","11"
"4290","10"
"4291","2"
"4292","1"
"4293","14"
"4294","16"
"4295","14"
"4296","17"
"4297","8"
"4298","11"
"4299","5"
"4300","5"
"4301","18"
"4302","1"
"4303","8"
"4304","9"
"4305","2"
"4306","8"
"4307","4"
"4308","16"
"4309","8"
"4310","13"
"4311","9"
"4312","17"
"4313","18"
"4314","18"
"4315","9"
"4316","15"
"4317","13"
"4318","14"
"4319","2"
"4320","11"
"4321","15"
"4322","20"
"4323","17"
"4324","20"
"4325","16"
"4326","17"
"4327","6"
"4328","7"
"4329","1"
"4330","8"
"4331","18"
"4332","19"
"4333","14"
"4334","14"
"4335","15"
"4336","9"
"4337","6"
"4338","7"
"4339","10"
"4340","7"
"4341","19"
"4342","13"
"4343","19"
"4344","8"
"4345","18"
"4346","6"
"4347","1"
"4348","20"
"4349","7"
"4350","5"
"4351","8"
"4352","14"
"4353","13"
"4354","5"
"4355","20"
"4356","13"
"4357","3"
"4358","4"
"4359","4"
"4360","1"
"4361","15"
"4362","18"
"4363","3"
"4364","6"
"4365","5"
"4366","17"
"4367","19"
"4368","5"
"4369","12"
"4370","6"
"4371","19"
"4372","2"
"4373","4"
"4374","12"
"4375","16"
"4376","16"
"4377","2"
"4378","6"
"4379","8"
"4380","11"
"4381","4"
"4382","6"
"4383","17"
"4384","16"
"4385","9"
"4386","11"
"4387","10"
"4388","16"
"4389","6"
"4390","5"
"4391","5"
"4392","14"
"4393","11"
"4394","5"
"4395","2"
"4396","15"
"4397","15"
"4398","16"
"4399","15"
"4400","17"
"4401","3"
"4402","7"
"4403","6"
"4404","9"
"4405","5"
"4406","9"
"4407","10"
"4408","14"
"4409","1"
"4410","15"
"4411","9"
"4412","7"
"4413","1"
"4414","2"
"4415","12"
"4416","3"
"4417","1"
"4418","12"
"4419","2"
"4420","13"
"4421","13"
"4422","19"
"4423","8"
"4424","5"
"4425","17"
"4426","13"
"4427","18"
"4428","16"
"4429","14"
"4430","8"
"4431","10"
"4432","8"
"4433","17"
"4434","14"
"4435","13"
"4436","20"
"4437","15"
"4438","1"
"4439","9"
"4440","6"
"4441","17"
"4442","9"
"4443","9"
"4444","4"
"4445","5"
"4446","12"
"4447","9"
"4448","7"
"4449","9"
"4450","1"
"4451","16"
"4452","18"
"4453","5"
"4454","15"
"4455","9"
"4456","19"
"4457","16"
"4458","9"
"4459","14"
"4460","18"
"4461","3"
"4462","19"
"4463","10"
"4464","20"
"4465","8"
"4466","4"
"4467","18"
"4468","14"
"4469","14"
"4470","16"
"4471","5"
"4472","14"
"4473","4"
"4474","13"
"4475","8"
"4476","4"
"4477","10"
"4478","7"
"4479","8"
"4480","6"
"4481","2"
"4482","12"
"4483","2"
"4484","9"
"4485","11"
"4486","4"
"4487","3"
"4488","7"
"4489","4"
"4490","8"
"4491","3"
"4492","10"
"4493","7"
"4494","1"
"4495","3"
"4496","9"
"4497","4"
"4498","11"
"4499","10"
"4500","5"
"4501","19"
"4502","8"
"4503","10"
"4504","6"
"4505","10"
"4506","3"
"4507","19"
"4508","18"
"4509","5"
"4510","18"
"4511","10"
"4512","7"
"4513","8"
"4514","12"
"4515","5"
"4516","11"
"4517","7"
"4518","14"
"4519","9"
"4520","17"
"4521","1"
"4522","8"
"4523","6"
"4524","8"
"4525","18"
"4526","11"
"4527","2"
"4528","5"
"4529","6"
"4530","12"
"4531","5"
"4532","6"
"4533","12"
"4534","13"
"4535","1"
"4536","12"
"4537","1"
"4538","12"
"4539","16"
"4540","19"
"4541","13"
"4542","18"
"4543","8"
"4544","20"
"4545","13"
"4546","2"
"4547","16"
"4548","10"
"4549","16"
"4550","12"
"4551","15"
"4552","17"
"4553","17"
"4554","20"
"4555","5"
"4556","4"
"4557","8"
"4558","17"
"4559","14"
"4560","10"
"4561","8"
"4562","17"
"4563","19"
"4564","1"
"4565","9"
"4566","1"
"4567","2"
"4568","18"
"4569","10"
"4570","14"
"4571","12"
"4572","11"
"4573","13"
"4574","7"
"4575","9"
"4576","4"
"4577","3"
"4578","20"
"4579","3"
"4580","2"
"4581","5"
"4582","2"
"4583","10"
"4584","14"
"4585","19"
"4586","9"
"4587","6"
"4588","5"
"4589","14"
"4590","14"
"4591","20"
"4592","2"
"4593","1"
"4594","3"
"4595","4"
"4596","10"
"4597","17"
"4598","9"
"4599","10"
"4600","6"
"4601","13"
"4602","15"
"4603","10"
"4604","2"
"4605","16"
"4606","15"
"4607","17"
"4608","19"
"4609","18"
"4610","11"
"4611","3"
"4612","3"
"4613","8"
"4614","1"
"4615","18"
"4616","12"
"4617","18"
"4618","9"
"4619","14"
"4620","9"
"4621","20"
"4622","8"
"4623","7"
"4624","15"
"4625","15"
"4626","20"
"4627","15"
"4628","3"
"4629","14"
"4630","13"
"4631","14"
"4632","9"
"4633","10"
"4634","4"
"4635","4"
"4636","7"
"4637","5"
"4638","17"
"4639","1"
"4640","7"
"4641","5"
"4642","17"
"4643","16"
"4644","1"
"4645","16"
"4646","8"
"4647","8"
"4648","19"
"4649","11"
"4650","19"
"4651","7"
"4652","1"
"4653","14"
"4654","13"
"4655","10"
"4656","3"
"4657","8"
"4658","7"
"4659","12"
"4660","14"
"4661","13"
"4662","19"
"4663","10"
"4664","3"
"4665","16"
"4666","5"
"4667","8"
"4668","4"
"4669","16"
"4670","20"
"4671","10"
"4672","16"
"4673","9"
"4674","19"
"4675","4"
"4676","11"
"4677","18"
"4678","17"
"4679","18"
"4680","3"
"4681","17"
"4682","4"
"4683","3"
"4684","8"
"4685","13"
"4686","13"
"4687","6"
"4688","1"
"4689","12"
"4690","14"
"4691","6"
"4692","18"
"4693","15"
"4694","2"
"4695","10"
"4696","14"
"4697","14"
"4698","12"
"4699","9"
"4700","19"
"4701","4"
"4702","9"
"4703","14"
"4704","7"
"4705","5"
"4706","20"
"4707","13"
"4708","5"
"4709","4"
"4710","12"
"4711","3"
"4712","10"
"4713","11"
"4714","12"
"4715","6"
"4716","19"
"4717","20"
"4718","20"
"4719","2"
"4720","14"
"4721","9"
"4722","6"
"4723","7"
"4724","1"
"4725","18"
"4726","13"
"4727","11"
"4728","16"
"4729","11"
"4730","13"
"4731","8"
"4732","12"
"4733","13"
"4734","11"
"4735","16"
"4736","19"
"4737","13"
"4738","11"
"4739","18"
"4740","14"
"4741","11"
"4742","20"
"4743","5"
"4744","10"
"4745","11"
"4746","13"
"4747","11"
"4748","8"
"4749","15"
"4750","19"
"4751","7"
"4752","3"
"4753","17"
"4754","14"
"4755","11"
"4756","16"
"4757","16"
"4758","19"
"4759","14"
"4760","10"
"4761","15"
"4762","17"
"4763","4"
"4764","12"
"4765","16"
"4766","15"
"4767","2"
"4768","2"
"4769","18"
"4770","6"
"4771","4"
"4772","10"
"4773","19"
"4774","8"
"4775","17"
"4776","1"
"4777","16"
"4778","5"
"4779","15"
"4780","13"
"4781","7"
"4782","16"
"4783","16"
"4784","9"
"4785","3"
"4786","10"
"4787","5"
"4788","7"
"4789","18"
"4790","12"
"4791","18"
"4792","13"
"4793","5"
"4794","15"
"4795","12"
"4796","15"
"4797","3"
"4798","7"
"4799","10"
"4800","2"
"4801","9"
"4802","10"
"4803","4"
"4804","3"
"4805","4"
"4806","7"
"4807","15"
"4808","7"
"4809","20"
"4810","12"
"4811","18"
"4812","11"
"4813","13"
"4814","1"
"4815","3"
"4816","17"
"4817","2"
"4818","5"
"4819","11"
"4820","18"
"4821","2"
"4822","14"
"4823","20"
"4824","16"
"4825","3"
"4826","15"
"4827","18"
"4828","10"
"4829","19"
"4830","4"
"4831","2"
"4832","13"
"4833","6"
"4834","19"
"4835","10"
"4836","10"
"4837","8"
"4838","16"
"4839","15"
"4840","20"
"4841","20"
"4842","11"
"4843","14"
"4844","1"
"4845","7"
"4846","14"
"4847","12"
"4848","2"
"4849","4"
"4850","20"
"4851","13"
"4852","8"
"4853","6"
"4854","3"
"4855","16"
"4856","2"
"4857","18"
"4858","14"
"4859","6"
"4860","3"
"4861","17"
"4862","4"
"4863","17"
"4864","19"
"4865","19"
"4866","20"
"4867","19"
"4868","16"
"4869","16"
"4870","3"
"4871","15"
"4872","12"
"4873","17"
"4874","8"
"4875","7"
"4876","13"
"4877","18"
"4878","3"
"4879","1"
"4880","5"
"4881","5"
"4882","15"
"4883","2"
"4884","15"
"4885","8"
"4886","8"
"4887","1"
"4888","8"
"4889","16"
"4890","15"
"4891","17"
"4892","9"
"4893","12"
"4894","13"
"4895","3"
"4896","1"
"4897","16"
"4898","1"
"4899","15"
"4900","8"
"4901","4"
"4902","15"
"4903","2"
"4904","13"
"4905","6"
"4906","19"
"4907","15"
"4908","5"
"4909","15"
"4910","3"
"4911","17"
"4912","3"
"4913","15"
"4914","6"
"4915","2"
"4916","1"
"4917","11"
"4918","20"
"4919","2"
"4920","6"
"4921","7"
"4922","16"
"4923","7"
"4924","2"
"4925","7"
"4926","5"
"4927","4"
"4928","12"
"4929","10"
"4930","10"
"4931","11"
"4932","15"
"4933","17"
"4934","18"
"4935","14"
"4936","10"
"4937","11"
"4938","9"
"4939","7"
"4940","1"
"4941","3"
"4942","9"
"4943","5"
"4944","11"
"4945","7"
"4946","10"
"4947","2"
"4948","9"
"4949","10"
"4950","5"
"4951","4"
"4952","20"
"4953","11"
"4954","11"
"4955","9"
"4956","19"
"4957","2"
"4958","8"
"4959","16"
"4960","17"
"4961","15"
"4962","9"
"4963","1"
"4964","9"
"4965","7"
"4966","2"
"4967","17"
"4968","19"
"4969","17"
"4970","5"
"4971","8"
"4972","3"
"4973","18"
"4974","16"
"4975","3"
"4976","9"
"4977","7"
"4978","7"
"4979","15"
"4980","7"
"4981","11"
"4982","16"
"4983","12"
"4984","20"
"4985","2"
"4986","12"
"4987","13"
"4988","8"
"4989","7"
"4990","5"
"4991","13"
"4992","13"
"4993","10"
"4994","9"
"4995","7"
"4996","18"
"4997","7"
"4998","17"
"4999","15"
"5000","3"
"5001","14"
"5002","12"
"5003","17"
"5004","20"
"5005","14"
"5006","9"
"5007","2"
"5008","3"
"5009","12"
"5010","12"
"5011","7"
"5012","3"
"5013","14"
"5014","4"
"5015","4"
"5016","12"
"5017","17"
"5018","3"
"5019","19"
"5020","6"
"5021","15"
"5022","10"
"5023","10"
"5024","19"
"5025","15"
"5026","10"
"5027","5"
"5028","3"
"5029","19"
"5030","20"
"5031","14"
"5032","10"
"5033","4"
"5034","19"
"5035","16"
"5036","13"
"5037","8"
"5038","8"
"5039","9"
"5040","11"
"5041","20"
"5042","1"
"5043","5"
"5044","17"
"5045","16"
"5046","5"
"5047","19"
"5048","15"
"5049","16"
"5050","4"
"5051","8"
"5052","20"
"5053","14"
"5054","18"
"5055","3"
"5056","20"
"5057","4"
"5058","17"
"5059","13"
"5060","12"
"5061","14"
"5062","3"
"5063","15"
"5064","12"
"5065","12"
"5066","5"
"5067","12"
"5068","16"
"5069","5"
"5070","1"
"5071","16"
"5072","17"
"5073","3"
"5074","2"
"5075","13"
"5076","8"
"5077","20"
"5078","11"
"5079","3"
"5080","1"
"5081","15"
"5082","9"
"5083","19"
"5084","12"
"5085","1"
"5086","17"
"5087","16"
"5088","20"
"5089","8"
"5090","6"
"5091","18"
"5092","10"
"5093","15"
"5094","11"
"5095","7"
"5096","2"
"5097","16"
"5098","7"
"5099","2"
"5100","5"
"5101","15"
"5102","12"
"5103","8"
"5104","1"
"5105","6"
"5106","10"
"5107","15"
"5108","7"
"5109","8"
"5110","6"
"5111","19"
"5112","19"
"5113","11"
"5114","20"
"5115","1"
"5116","20"
"5117","13"
"5118","4"
"5119","18"
"5120","4"
"5121","19"
"5122","9"
"5123","17"
"5124","15"
"5125","17"
"5126","17"
"5127","6"
"5128","6"
"5129","17"
"5130","15"
"5131","7"
"5132","16"
"5133","1"
"5134","13"
"5135","13"
"5136","4"
"5137","19"
"5138","15"
"5139","17"
"5140","19"
"5141","6"
"5142","18"
"5143","16"
"5144","18"
"5145","5"
"5146","11"
"5147","6"
"5148","9"
"5149","20"
"5150","14"
"5151","16"
"5152","17"
"5153","10"
"5154","19"
"5155","19"
"5156","5"
"5157","20"
"5158","4"
"5159","2"
"5160","17"
"5161","3"
"5162","2"
"5163","5"
"5164","5"
"5165","1"
"5166","5"
"5167","2"
"5168","12"
"5169","6"
"5170","8"
"5171","20"
"5172","5"
"5173","13"
"5174","13"
"5175","13"
"5176","12"
"5177","18"
"5178","20"
"5179","13"
"5180","17"
"5181","4"
"5182","3"
"5183","12"
"5184","4"
"5185","5"
"5186","15"
"5187","14"
"5188","19"
"5189","11"
"5190","14"
"5191","1"
"5192","7"
"5193","2"
"5194","14"
"5195","9"
"5196","17"
"5197","2"
"5198","9"
"5199","3"
"5200","20"
"5201","4"
"5202","17"
"5203","8"
"5204","9"
"5205","18"
"5206","6"
"5207","12"
"5208","12"
"5209","10"
"5210","8"
"5211","5"
"5212","18"
"5213","11"
"5214","5"
"5215","5"
"5216","7"
"5217","16"
"5218","20"
"5219","11"
"5220","8"
"5221","14"
"5222","9"
"5223","3"
"5224","8"
"5225","7"
"5226","10"
"5227","19"
"5228","7"
"5229","1"
"5230","15"
"5231","14"
"5232","17"
"5233","4"
"5234","12"
"5235","18"
"5236","18"
"5237","11"
"5238","4"
"5239","17"
"5240","17"
"5241","20"
"5242","13"
"5243","19"
"5244","5"
"5245","20"
"5246","5"
"5247","11"
"5248","17"
"5249","4"
"5250","3"
"5251","20"
"5252","1"
"5253","12"
"5254","3"
"5255","20"
"5256","2"
"5257","7"
"5258","18"
"5259","2"
"5260","2"
"5261","15"
"5262","7"
"5263","5"
"5264","9"
"5265","12"
"5266","3"
"5267","12"
"5268","1"
"5269","7"
"5270","18"
"5271","6"
"5272","11"
"5273","16"
"5274","8"
"5275","15"
"5276","1"
"5277","13"
"5278","9"
"5279","18"
"5280","7"
"5281","15"
"5282","16"
"5283","17"
"5284","17"
"5285","11"
"5286","14"
"5287","13"
"5288","19"
"5289","9"
"5290","10"
"5291","13"
"5292","17"
"5293","15"
"5294","14"
"5295","20"
"5296","8"
"5297","7"
"5298","15"
"5299","17"
"5300","5"
"5301","10"
"5302","8"
"5303","4"
"5304","18"
"5305","14"
"5306","5"
"5307","17"
"5308","11"
"5309","16"
"5310","15"
"5311","17"
"5312","15"
"5313","2"
"5314","3"
"5315","14"
"5316","8"
"5317","20"
"5318","2"
"5319","13"
"5320","10"
"5321","9"
"5322","9"
"5323","15"
"5324","18"
"5325","5"
"5326","12"
"5327","14"
"5328","16"
"5329","13"
"5330","6"
"5331","13"
"5332","1"
"5333","14"
"5334","9"
"5335","3"
"5336","17"
"5337","17"
"5338","19"
"5339","12"
"5340","10"
"5341","7"
"5342","15"
"5343","2"
"5344","8"
"5345","20"
"5346","2"
"5347","12"
"5348","7"
"5349","18"
"5350","4"
"5351","9"
"5352","14"
"5353","15"
"5354","11"
"5355","4"
"5356","8"
"5357","9"
"5358","12"
"5359","12"
"5360","7"
"5361","19"
"5362","5"
"5363","11"
"5364","11"
"5365","19"
"5366","1"
"5367","6"
"5368","5"
"5369","11"
"5370","20"
"5371","16"
"5372","8"
"5373","5"
"5374","16"
"5375","9"
"5376","4"
"5377","16"
"5378","7"
"5379","10"
"5380","16"
"5381","7"
"5382","16"
"5383","2"
"5384","5"
"5385","15"
"5386","5"
"5387","10"
"5388","15"
"5389","16"
"5390","8"
"5391","18"
"5392","9"
"5393","20"
"5394","19"
"5395","16"
"5396","12"
"5397","16"
"5398","4"
"5399","14"
"5400","17"
"5401","15"
"5402","15"
"5403","7"
"5404","6"
"5405","19"
"5406","20"
"5407","6"
"5408","9"
"5409","15"
"5410","1"
"5411","18"
"5412","16"
"5413","5"
"5414","19"
"5415","2"
"5416","6"
"5417","11"
"5418","5"
"5419","1"
"5420","2"
"5421","7"
"5422","19"
"5423","1"
"5424","8"
"5425","18"
"5426","16"
"5427","1"
"5428","6"
"5429","20"
"5430","3"
"5431","6"
"5432","4"
"5433","19"
"5434","14"
"5435","8"
"5436","14"
"5437","14"
"5438","1"
"5439","14"
"5440","4"
"5441","7"
"5442","8"
"5443","18"
"5444","19"
"5445","18"
"5446","19"
"5447","17"
"5448","16"
"5449","18"
"5450","20"
"5451","10"
"5452","17"
"5453","2"
"5454","18"
"5455","8"
"5456","6"
"5457","17"
"5458","18"
"5459","15"
"5460","8"
"5461","12"
"5462","8"
"5463","9"
"5464","13"
"5465","7"
"5466","13"
"5467","1"
"5468","2"
"5469","14"
"5470","2"
"5471","8"
"5472","18"
"5473","8"
"5474","17"
"5475","13"
"5476","9"
"5477","16"
"5478","18"
"5479","3"
"5480","3"
"5481","12"
"5482","3"
"5483","18"
"5484","17"
"5485","18"
"5486","6"
"5487","11"
"5488","2"
"5489","6"
"5490","5"
"5491","18"
"5492","14"
"5493","1"
"5494","9"
"5495","3"
"5496","20"
"5497","1"
"5498","9"
"5499","19"
"5500","11"
"5501","20"
"5502","13"
"5503","4"
"5504","7"
"5505","8"
"5506","10"
"5507","1"
"5508","14"
"5509","1"
"5510","14"
"5511","9"
"5512","7"
"5513","2"
"5514","16"
"5515","13"
"5516","2"
"5517","6"
"5518","8"
"5519","12"
"5520","6"
"5521","5"
"5522","12"
"5523","9"
"5524","7"
"5525","5"
"5526","2"
"5527","9"
"5528","9"
"5529","19"
"5530","9"
"5531","20"
"5532","3"
"5533","1"
"5534","17"
"5535","15"
"5536","18"
"5537","13"
"5538","3"
"5539","8"
"5540","8"
"5541","6"
"5542","12"
"5543","8"
"5544","5"
"5545","20"
"5546","2"
"5547","4"
"5548","3"
"5549","13"
"5550","2"
"5551","6"
"5552","14"
"5553","11"
"5554","10"
"5555","15"
"5556","8"
"5557","15"
"5558","5"
"5559","11"
"5560","1"
"5561","11"
"5562","15"
"5563","15"
"5564","13"
"5565","6"
"5566","6"
"5567","7"
"5568","17"
"5569","4"
"5570","18"
"5571","16"
"5572","15"
"5573","11"
"5574","7"
"5575","12"
"5576","17"
"5577","6"
"5578","18"
"5579","9"
"5580","11"
"5581","17"
"5582","16"
"5583","16"
"5584","3"
"5585","9"
"5586","7"
"5587","12"
"5588","10"
"5589","1"
"5590","2"
"5591","17"
"5592","2"
"5593","16"
"5594","11"
"5595","8"
"5596","15"
"5597","6"
"5598","11"
"5599","11"
"5600","20"
"5601","20"
"5602","19"
"5603","16"
"5604","17"
"5605","16"
"5606","15"
"5607","14"
"5608","6"
"5609","3"
"5610","9"
"5611","3"
"5612","15"
"5613","12"
"5614","5"
"5615","17"
"5616","20"
"5617","4"
"5618","19"
"5619","11"
"5620","6"
"5621","11"
"5622","8"
"5623","15"
"5624","10"
"5625","18"
"5626","2"
"5627","9"
"5628","17"
"5629","18"
"5630","10"
"5631","16"
"5632","3"
"5633","7"
"5634","1"
"5635","17"
"5636","12"
"5637","5"
"5638","10"
"5639","12"
"5640","18"
"5641","6"
"5642","15"
"5643","13"
"5644","2"
"5645","9"
"5646","13"
"5647","20"
"5648","3"
"5649","20"
"5650","17"
"5651","7"
"5652","16"
"5653","12"
"5654","1"
"5655","12"
"5656","1"
"5657","17"
"5658","14"
"5659","16"
"5660","13"
"5661","20"
"5662","14"
"5663","5"
"5664","8"
"5665","2"
"5666","2"
"5667","11"
"5668","2"
"5669","15"
"5670","8"
"5671","19"
"5672","4"
"5673","4"
"5674","12"
"5675","16"
"5676","6"
"5677","9"
"5678","14"
"5679","18"
"5680","14"
"5681","14"
"5682","17"
"5683","18"
"5684","18"
"5685","9"
"5686","16"
"5687","8"
"5688","13"
"5689","16"
"5690","14"
"5691","18"
"5692","17"
"5693","10"
"5694","10"
"5695","4"
"5696","5"
"5697","5"
"5698","2"
"5699","2"
"5700","9"
"5701","3"
"5702","10"
"5703","11"
"5704","11"
"5705","10"
"5706","1"
"5707","10"
"5708","13"
"5709","6"
"5710","14"
"5711","15"
"5712","10"
"5713","15"
"5714","12"
"5715","18"
"5716","12"
"5717","14"
"5718","13"
"5719","16"
"5720","13"
"5721","5"
"5722","4"
"5723","18"
"5724","19"
"5725","6"
"5726","3"
"5727","4"
"5728","3"
"5729","10"
"5730","8"
"5731","2"
"5732","17"
"5733","9"
"5734","1"
"5735","13"
"5736","9"
"5737","6"
"5738","19"
"5739","11"
"5740","2"
"5741","2"
"5742","11"
"5743","14"
"5744","4"
"5745","2"
"5746","7"
"5747","7"
"5748","2"
"5749","6"
"5750","15"
"5751","3"
"5752","2"
"5753","9"
"5754","20"
"5755","7"
"5756","7"
"5757","9"
"5758","18"
"5759","14"
"5760","2"
"5761","7"
"5762","11"
"5763","2"
"5764","4"
"5765","11"
"5766","13"
"5767","3"
"5768","18"
"5769","12"
"5770","9"
"5771","6"
"5772","3"
"5773","1"
"5774","6"
"5775","14"
"5776","15"
"5777","17"
"5778","13"
"5779","19"
"5780","7"
"5781","19"
"5782","18"
"5783","15"
"5784","6"
"5785","2"
"5786","12"
"5787","18"
"5788","19"
"5789","4"
"5790","8"
"5791","13"
"5792","19"
"5793","17"
"5794","20"
"5795","18"
"5796","20"
"5797","12"
"5798","11"
"5799","2"
"5800","6"
"5801","18"
"5802","18"
"5803","9"
"5804","6"
"5805","9"
"5806","9"
"5807","4"
"5808","9"
"5809","18"
"5810","7"
"5811","13"
"5812","7"
"5813","10"
"5814","3"
"5815","7"
"5816","13"
"5817","19"
"5818","17"
"5819","4"
"5820","3"
"5821","17"
"5822","16"
"5823","18"
"5824","1"
"5825","13"
"5826","19"
"5827","11"
"5828","2"
"5829","12"
"5830","8"
"5831","8"
"5832","18"
"5833","12"
"5834","1"
"5835","17"
"5836","4"
"5837","2"
"5838","4"
"5839","14"
"5840","17"
"5841","13"
"5842","19"
"5843","11"
"5844","8"
"5845","13"
"5846","10"
"5847","10"
"5848","5"
"5849","11"
"5850","1"
"5851","20"
"5852","1"
"5853","6"
"5854","15"
"5855","1"
"5856","11"
"5857","14"
"5858","1"
"5859","5"
"5860","10"
"5861","11"
"5862","12"
"5863","3"
"5864","3"
"5865","1"
"5866","10"
"5867","12"
"5868","16"
"5869","8"
"5870","2"
"5871","12"
"5872","13"
"5873","15"
"5874","5"
"5875","17"
"5876","3"
"5877","1"
"5878","11"
"5879","4"
"5880","3"
"5881","20"
"5882","2"
"5883","7"
"5884","18"
"5885","8"
"5886","1"
"5887","12"
"5888","18"
"5889","14"
"5890","13"
"5891","8"
"5892","8"
"5893","12"
"5894","4"
"5895","14"
"5896","6"
"5897","5"
"5898","9"
"5899","19"
"5900","1"
"5901","15"
"5902","6"
"5903","15"
"5904","8"
"5905","19"
"5906","11"
"5907","14"
"5908","18"
"5909","19"
"5910","13"
"5911","17"
"5912","20"
"5913","14"
"5914","16"
"5915","1"
"5916","13"
"5917","6"
"5918","17"
"5919","7"
"5920","16"
"5921","1"
"5922","13"
"5923","6"
"5924","2"
"5925","7"
"5926","17"
"5927","3"
"5928","9"
"5929","4"
"5930","12"
"5931","15"
"5932","16"
"5933","16"
"5934","9"
"5935","12"
"5936","6"
"5937","8"
"5938","16"
"5939","8"
"5940","10"
"5941","6"
"5942","12"
"5943","5"
"5944","17"
"5945","2"
"5946","3"
"5947","16"
"5948","16"
"5949","13"
"5950","8"
"5951","20"
"5952","9"
"5953","15"
"5954","6"
"5955","4"
"5956","6"
"5957","12"
"5958","1"
"5959","16"
"5960","9"
"5961","19"
"5962","15"
"5963","16"
"5964","8"
"5965","10"
"5966","9"
"5967","19"
"5968","16"
"5969","15"
"5970","11"
"5971","3"
"5972","2"
"5973","20"
"5974","10"
"5975","14"
"5976","13"
"5977","3"
"5978","1"
"5979","17"
"5980","19"
"5981","2"
"5982","13"
"5983","7"
"5984","13"
"5985","17"
"5986","3"
"5987","6"
"5988","2"
"5989","15"
"5990","9"
"5991","1"
"5992","20"
"5993","2"
"5994","6"
"5995","8"
"5996","3"
"5997","20"
"5998","1"
"5999","19"
"6000","4"
"6001","2"
"6002","1"
"6003","10"
"6004","16"
"6005","16"
"6006","7"
"6007","4"
"6008","6"
"6009","17"
"6010","14"
"6011","13"
"6012","12"
"6013","14"
"6014","12"
"6015","3"
"6016","13"
"6017","18"
"6018","7"
"6019","13"
"6020","8"
"6021","8"
"6022","2"
"6023","9"
"6024","1"
"6025","19"
"6026","9"
"6027","18"
"6028","18"
"6029","12"
"6030","13"
"6031","12"
"6032","8"
"6033","3"
"6034","4"
"6035","15"
"6036","15"
"6037","12"
"6038","6"
"6039","13"
"6040","13"
"6041","15"
"6042","5"
"6043","5"
"6044","15"
"6045","10"
"6046","5"
"6047","15"
"6048","3"
"6049","12"
"6050","17"
"6051","11"
"6052","19"
"6053","19"
"6054","20"
"6055","12"
"6056","19"
"6057","1"
"6058","14"
"6059","1"
"6060","11"
"6061","20"
"6062","14"
"6063","11"
"6064","20"
"6065","8"
"6066","5"
"6067","4"
"6068","12"
"6069","3"
"6070","18"
"6071","15"
"6072","13"
"6073","14"
"6074","12"
"6075","19"
"6076","9"
"6077","12"
"6078","11"
"6079","14"
"6080","7"
"6081","1"
"6082","8"
"6083","10"
"6084","12"
"6085","6"
"6086","20"
"6087","20"
"6088","20"
"6089","11"
"6090","16"
"6091","9"
"6092","15"
"6093","10"
"6094","6"
"6095","14"
"6096","8"
"6097","4"
"6098","4"
"6099","14"
"6100","14"
"6101","14"
"6102","5"
"6103","19"
"6104","11"
"6105","9"
"6106","5"
"6107","8"
"6108","1"
"6109","2"
"6110","11"
"6111","16"
"6112","2"
"6113","16"
"6114","6"
"6115","8"
"6116","13"
"6117","10"
"6118","20"
"6119","1"
"6120","14"
"6121","2"
"6122","9"
"6123","13"
"6124","8"
"6125","6"
"6126","5"
"6127","10"
"6128","2"
"6129","20"
"6130","11"
"6131","19"
"6132","2"
"6133","8"
"6134","17"
"6135","9"
"6136","20"
"6137","15"
"6138","13"
"6139","7"
